scenario,pathway,flow_key,portable_mapping_key,exchange_type,provider_or_flow_name,provider_or_flow_database,provider_or_flow_code,provider_location,biosphere_categories,flow_unit,method_slug,method,impact_category,impact_unit,reference_unit_impact_factor,reference_factor_parameter,factor_unit,include_in_lcia
s_c2,BC2,technosphere|ei39_cutoff|2f509df8e5e4d5702ca6da6967c537a7,technosphere::market for hydrogen sulfide::RoW::kilogram,technosphere,market for hydrogen sulfide,ei39_cutoff,2f509df8e5e4d5702ca6da6967c537a7,RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.0015867014859788026,UF_TRACI_v2_1__eutrophication__eutrophication_potential__market_for_hydrogen_sulfide__RoW,kg N-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|2f509df8e5e4d5702ca6da6967c537a7,technosphere::market for hydrogen sulfide::RoW::kilogram,technosphere,market for hydrogen sulfide,ei39_cutoff,2f509df8e5e4d5702ca6da6967c537a7,RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.02337403167985718,UF_TRACI_v2_1__acidification__acidification_potential_AP__market_for_hydrogen_sulfide__RoW,kg SO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|2f509df8e5e4d5702ca6da6967c537a7,technosphere::market for hydrogen sulfide::RoW::kilogram,technosphere,market for hydrogen sulfide,ei39_cutoff,2f509df8e5e4d5702ca6da6967c537a7,RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0018443884856421374,UF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__market_for_hydrogen_sulfide__RoW,PM2.5-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|2f509df8e5e4d5702ca6da6967c537a7,technosphere::market for hydrogen sulfide::RoW::kilogram,technosphere,market for hydrogen sulfide,ei39_cutoff,2f509df8e5e4d5702ca6da6967c537a7,RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,13.803022714186623,UF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__market_for_hydrogen_sulfide__RoW,CTUe/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|2f509df8e5e4d5702ca6da6967c537a7,technosphere::market for hydrogen sulfide::RoW::kilogram,technosphere,market for hydrogen sulfide,ei39_cutoff,2f509df8e5e4d5702ca6da6967c537a7,RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.047915779217813,UF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__market_for_hydrogen_sulfide__RoW,kg O3-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|8fcd322e3bfcf29cc506c34e95336f81,"technosphere::willow production, short rotation coppice::RoW::kilogram",technosphere,"willow production, short rotation coppice",ei39_cutoff,8fcd322e3bfcf29cc506c34e95336f81,RoW,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,0.060142361964208996,UF_IPCC_2021__climate_change__global_warming_potential_GWP100__willow_production_short_rotation_coppice__RoW,kg CO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|8fcd322e3bfcf29cc506c34e95336f81,"technosphere::willow production, short rotation coppice::RoW::kilogram",technosphere,"willow production, short rotation coppice",ei39_cutoff,8fcd322e3bfcf29cc506c34e95336f81,RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.0016108580342260794,UF_TRACI_v2_1__eutrophication__eutrophication_potential__willow_production_short_rotation_coppice__RoW,kg N-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|8fcd322e3bfcf29cc506c34e95336f81,"technosphere::willow production, short rotation coppice::RoW::kilogram",technosphere,"willow production, short rotation coppice",ei39_cutoff,8fcd322e3bfcf29cc506c34e95336f81,RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.00040443473919663816,UF_TRACI_v2_1__acidification__acidification_potential_AP__willow_production_short_rotation_coppice__RoW,kg SO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|8fcd322e3bfcf29cc506c34e95336f81,"technosphere::willow production, short rotation coppice::RoW::kilogram",technosphere,"willow production, short rotation coppice",ei39_cutoff,8fcd322e3bfcf29cc506c34e95336f81,RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,6.346341734089864e-05,UF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__willow_production_short_rotation_coppice__RoW,PM2.5-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|8fcd322e3bfcf29cc506c34e95336f81,"technosphere::willow production, short rotation coppice::RoW::kilogram",technosphere,"willow production, short rotation coppice",ei39_cutoff,8fcd322e3bfcf29cc506c34e95336f81,RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,0.7688898774690702,UF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__willow_production_short_rotation_coppice__RoW,CTUe/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|8fcd322e3bfcf29cc506c34e95336f81,"technosphere::willow production, short rotation coppice::RoW::kilogram",technosphere,"willow production, short rotation coppice",ei39_cutoff,8fcd322e3bfcf29cc506c34e95336f81,RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.007670579162386123,UF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__willow_production_short_rotation_coppice__RoW,kg O3-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|3ee7c8858925e7de6a8ca0eb548143f7,"technosphere::market for inorganic nitrogen fertiliser, as N::US::kilogram",technosphere,"market for inorganic nitrogen fertiliser, as N",ei39_cutoff,3ee7c8858925e7de6a8ca0eb548143f7,US,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,5.315694239673883,UF_IPCC_2021__climate_change__global_warming_potential_GWP100__market_for_inorganic_nitrogen_fertiliser_as_N__US,kg CO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|3ee7c8858925e7de6a8ca0eb548143f7,"technosphere::market for inorganic nitrogen fertiliser, as N::US::kilogram",technosphere,"market for inorganic nitrogen fertiliser, as N",ei39_cutoff,3ee7c8858925e7de6a8ca0eb548143f7,US,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.009845524895215375,UF_TRACI_v2_1__eutrophication__eutrophication_potential__market_for_inorganic_nitrogen_fertiliser_as_N__US,kg N-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|3ee7c8858925e7de6a8ca0eb548143f7,"technosphere::market for inorganic nitrogen fertiliser, as N::US::kilogram",technosphere,"market for inorganic nitrogen fertiliser, as N",ei39_cutoff,3ee7c8858925e7de6a8ca0eb548143f7,US,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.020346980694298532,UF_TRACI_v2_1__acidification__acidification_potential_AP__market_for_inorganic_nitrogen_fertiliser_as_N__US,kg SO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|3ee7c8858925e7de6a8ca0eb548143f7,"technosphere::market for inorganic nitrogen fertiliser, as N::US::kilogram",technosphere,"market for inorganic nitrogen fertiliser, as N",ei39_cutoff,3ee7c8858925e7de6a8ca0eb548143f7,US,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0027388710788755965,UF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__market_for_inorganic_nitrogen_fertiliser_as_N__US,PM2.5-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|3ee7c8858925e7de6a8ca0eb548143f7,"technosphere::market for inorganic nitrogen fertiliser, as N::US::kilogram",technosphere,"market for inorganic nitrogen fertiliser, as N",ei39_cutoff,3ee7c8858925e7de6a8ca0eb548143f7,US,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,105.57973834340235,UF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__market_for_inorganic_nitrogen_fertiliser_as_N__US,CTUe/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|3ee7c8858925e7de6a8ca0eb548143f7,"technosphere::market for inorganic nitrogen fertiliser, as N::US::kilogram",technosphere,"market for inorganic nitrogen fertiliser, as N",ei39_cutoff,3ee7c8858925e7de6a8ca0eb548143f7,US,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.25391615748994395,UF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__market_for_inorganic_nitrogen_fertiliser_as_N__US,kg O3-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|697927891e43c4b12144bd4422a3a4a0,"technosphere::market for inorganic phosphorus fertiliser, as P2O5::US::kilogram",technosphere,"market for inorganic phosphorus fertiliser, as P2O5",ei39_cutoff,697927891e43c4b12144bd4422a3a4a0,US,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,3.0735318581253925,UF_IPCC_2021__climate_change__global_warming_potential_GWP100__market_for_inorganic_phosphorus_fertiliser_as_P2O5__US,kg CO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|697927891e43c4b12144bd4422a3a4a0,"technosphere::market for inorganic phosphorus fertiliser, as P2O5::US::kilogram",technosphere,"market for inorganic phosphorus fertiliser, as P2O5",ei39_cutoff,697927891e43c4b12144bd4422a3a4a0,US,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.009368889401123568,UF_TRACI_v2_1__eutrophication__eutrophication_potential__market_for_inorganic_phosphorus_fertiliser_as_P2O5__US,kg N-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|697927891e43c4b12144bd4422a3a4a0,"technosphere::market for inorganic phosphorus fertiliser, as P2O5::US::kilogram",technosphere,"market for inorganic phosphorus fertiliser, as P2O5",ei39_cutoff,697927891e43c4b12144bd4422a3a4a0,US,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.015889176293569198,UF_TRACI_v2_1__acidification__acidification_potential_AP__market_for_inorganic_phosphorus_fertiliser_as_P2O5__US,kg SO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|697927891e43c4b12144bd4422a3a4a0,"technosphere::market for inorganic phosphorus fertiliser, as P2O5::US::kilogram",technosphere,"market for inorganic phosphorus fertiliser, as P2O5",ei39_cutoff,697927891e43c4b12144bd4422a3a4a0,US,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0027841761154407956,UF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__market_for_inorganic_phosphorus_fertiliser_as_P2O5__US,PM2.5-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|697927891e43c4b12144bd4422a3a4a0,"technosphere::market for inorganic phosphorus fertiliser, as P2O5::US::kilogram",technosphere,"market for inorganic phosphorus fertiliser, as P2O5",ei39_cutoff,697927891e43c4b12144bd4422a3a4a0,US,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,73.62663883652175,UF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__market_for_inorganic_phosphorus_fertiliser_as_P2O5__US,CTUe/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|697927891e43c4b12144bd4422a3a4a0,"technosphere::market for inorganic phosphorus fertiliser, as P2O5::US::kilogram",technosphere,"market for inorganic phosphorus fertiliser, as P2O5",ei39_cutoff,697927891e43c4b12144bd4422a3a4a0,US,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.20763042009396912,UF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__market_for_inorganic_phosphorus_fertiliser_as_P2O5__US,kg O3-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|0123b5c80d7e3ceeab025ca4b17ad9aa,"technosphere::market for inorganic potassium fertiliser, as K2O::US::kilogram",technosphere,"market for inorganic potassium fertiliser, as K2O",ei39_cutoff,0123b5c80d7e3ceeab025ca4b17ad9aa,US,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,2.038941284232378,UF_IPCC_2021__climate_change__global_warming_potential_GWP100__market_for_inorganic_potassium_fertiliser_as_K2O__US,kg CO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|0123b5c80d7e3ceeab025ca4b17ad9aa,"technosphere::market for inorganic potassium fertiliser, as K2O::US::kilogram",technosphere,"market for inorganic potassium fertiliser, as K2O",ei39_cutoff,0123b5c80d7e3ceeab025ca4b17ad9aa,US,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.004363023625916359,UF_TRACI_v2_1__eutrophication__eutrophication_potential__market_for_inorganic_potassium_fertiliser_as_K2O__US,kg N-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|0123b5c80d7e3ceeab025ca4b17ad9aa,"technosphere::market for inorganic potassium fertiliser, as K2O::US::kilogram",technosphere,"market for inorganic potassium fertiliser, as K2O",ei39_cutoff,0123b5c80d7e3ceeab025ca4b17ad9aa,US,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.009649683539262524,UF_TRACI_v2_1__acidification__acidification_potential_AP__market_for_inorganic_potassium_fertiliser_as_K2O__US,kg SO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|0123b5c80d7e3ceeab025ca4b17ad9aa,"technosphere::market for inorganic potassium fertiliser, as K2O::US::kilogram",technosphere,"market for inorganic potassium fertiliser, as K2O",ei39_cutoff,0123b5c80d7e3ceeab025ca4b17ad9aa,US,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0014146020233714105,UF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__market_for_inorganic_potassium_fertiliser_as_K2O__US,PM2.5-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|0123b5c80d7e3ceeab025ca4b17ad9aa,"technosphere::market for inorganic potassium fertiliser, as K2O::US::kilogram",technosphere,"market for inorganic potassium fertiliser, as K2O",ei39_cutoff,0123b5c80d7e3ceeab025ca4b17ad9aa,US,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,46.80023334547565,UF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__market_for_inorganic_potassium_fertiliser_as_K2O__US,CTUe/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|0123b5c80d7e3ceeab025ca4b17ad9aa,"technosphere::market for inorganic potassium fertiliser, as K2O::US::kilogram",technosphere,"market for inorganic potassium fertiliser, as K2O",ei39_cutoff,0123b5c80d7e3ceeab025ca4b17ad9aa,US,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.1320787148104887,UF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__market_for_inorganic_potassium_fertiliser_as_K2O__US,kg O3-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|7b62e459ae2e302a703a92dd474a8342,technosphere::market for glyphosate::GLO::kilogram,technosphere,market for glyphosate,ei39_cutoff,7b62e459ae2e302a703a92dd474a8342,GLO,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,11.690816260612932,UF_IPCC_2021__climate_change__global_warming_potential_GWP100__market_for_glyphosate__GLO,kg CO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|7b62e459ae2e302a703a92dd474a8342,technosphere::market for glyphosate::GLO::kilogram,technosphere,market for glyphosate,ei39_cutoff,7b62e459ae2e302a703a92dd474a8342,GLO,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.12257487001809848,UF_TRACI_v2_1__eutrophication__eutrophication_potential__market_for_glyphosate__GLO,kg N-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|7b62e459ae2e302a703a92dd474a8342,technosphere::market for glyphosate::GLO::kilogram,technosphere,market for glyphosate,ei39_cutoff,7b62e459ae2e302a703a92dd474a8342,GLO,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.04943819679163097,UF_TRACI_v2_1__acidification__acidification_potential_AP__market_for_glyphosate__GLO,kg SO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|7b62e459ae2e302a703a92dd474a8342,technosphere::market for glyphosate::GLO::kilogram,technosphere,market for glyphosate,ei39_cutoff,7b62e459ae2e302a703a92dd474a8342,GLO,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.01188864095477134,UF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__market_for_glyphosate__GLO,PM2.5-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|7b62e459ae2e302a703a92dd474a8342,technosphere::market for glyphosate::GLO::kilogram,technosphere,market for glyphosate,ei39_cutoff,7b62e459ae2e302a703a92dd474a8342,GLO,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,187.8978755742237,UF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__market_for_glyphosate__GLO,CTUe/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|7b62e459ae2e302a703a92dd474a8342,technosphere::market for glyphosate::GLO::kilogram,technosphere,market for glyphosate,ei39_cutoff,7b62e459ae2e302a703a92dd474a8342,GLO,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.7578062957883799,UF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__market_for_glyphosate__GLO,kg O3-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|bc2c53ca3fe04d0ed1ff8a1a7706871a,"technosphere::market for calcium carbonate, precipitated::RoW::kilogram",technosphere,"market for calcium carbonate, precipitated",ei39_cutoff,bc2c53ca3fe04d0ed1ff8a1a7706871a,RoW,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,0.40142200025540825,UF_IPCC_2021__climate_change__global_warming_potential_GWP100__market_for_calcium_carbonate_precipitated__RoW,kg CO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|bc2c53ca3fe04d0ed1ff8a1a7706871a,"technosphere::market for calcium carbonate, precipitated::RoW::kilogram",technosphere,"market for calcium carbonate, precipitated",ei39_cutoff,bc2c53ca3fe04d0ed1ff8a1a7706871a,RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.003085076090303288,UF_TRACI_v2_1__eutrophication__eutrophication_potential__market_for_calcium_carbonate_precipitated__RoW,kg N-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|bc2c53ca3fe04d0ed1ff8a1a7706871a,"technosphere::market for calcium carbonate, precipitated::RoW::kilogram",technosphere,"market for calcium carbonate, precipitated",ei39_cutoff,bc2c53ca3fe04d0ed1ff8a1a7706871a,RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.0021894828434027426,UF_TRACI_v2_1__acidification__acidification_potential_AP__market_for_calcium_carbonate_precipitated__RoW,kg SO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|bc2c53ca3fe04d0ed1ff8a1a7706871a,"technosphere::market for calcium carbonate, precipitated::RoW::kilogram",technosphere,"market for calcium carbonate, precipitated",ei39_cutoff,bc2c53ca3fe04d0ed1ff8a1a7706871a,RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0003352788947728102,UF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__market_for_calcium_carbonate_precipitated__RoW,PM2.5-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|bc2c53ca3fe04d0ed1ff8a1a7706871a,"technosphere::market for calcium carbonate, precipitated::RoW::kilogram",technosphere,"market for calcium carbonate, precipitated",ei39_cutoff,bc2c53ca3fe04d0ed1ff8a1a7706871a,RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,12.087320113825472,UF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__market_for_calcium_carbonate_precipitated__RoW,CTUe/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|bc2c53ca3fe04d0ed1ff8a1a7706871a,"technosphere::market for calcium carbonate, precipitated::RoW::kilogram",technosphere,"market for calcium carbonate, precipitated",ei39_cutoff,bc2c53ca3fe04d0ed1ff8a1a7706871a,RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.03523836329768298,UF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__market_for_calcium_carbonate_precipitated__RoW,kg O3-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|22db46f6ba1211c058e4da0ac386d3e7,"technosphere::market for polyethylene, high density, granulate::GLO::kilogram",technosphere,"market for polyethylene, high density, granulate",ei39_cutoff,22db46f6ba1211c058e4da0ac386d3e7,GLO,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,2.327628848048702,UF_IPCC_2021__climate_change__global_warming_potential_GWP100__market_for_polyethylene_high_density_granulate__GLO,kg CO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|22db46f6ba1211c058e4da0ac386d3e7,"technosphere::market for polyethylene, high density, granulate::GLO::kilogram",technosphere,"market for polyethylene, high density, granulate",ei39_cutoff,22db46f6ba1211c058e4da0ac386d3e7,GLO,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.0034507952867211854,UF_TRACI_v2_1__eutrophication__eutrophication_potential__market_for_polyethylene_high_density_granulate__GLO,kg N-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|22db46f6ba1211c058e4da0ac386d3e7,"technosphere::market for polyethylene, high density, granulate::GLO::kilogram",technosphere,"market for polyethylene, high density, granulate",ei39_cutoff,22db46f6ba1211c058e4da0ac386d3e7,GLO,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.008300035656294799,UF_TRACI_v2_1__acidification__acidification_potential_AP__market_for_polyethylene_high_density_granulate__GLO,kg SO2-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|22db46f6ba1211c058e4da0ac386d3e7,"technosphere::market for polyethylene, high density, granulate::GLO::kilogram",technosphere,"market for polyethylene, high density, granulate",ei39_cutoff,22db46f6ba1211c058e4da0ac386d3e7,GLO,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0010554731081885136,UF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__market_for_polyethylene_high_density_granulate__GLO,PM2.5-Eq/kilogram,True
s_c2,BC2,technosphere|ei39_cutoff|22db46f6ba1211c058e4da0ac386d3e7,"technosphere::market for polyethylene, high density, granulate::GLO::kilogram",technosphere,"market for polyethylene, high density, granulate",ei39_cutoff,22db46f6ba1211c058e4da0ac386d3e7,GLO,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,18.381598624379176,UF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__market_for_polyethylene_high_density_granulate__GLO,CTUe/kilogram,True
