scenario,pathway,flow_key,portable_mapping_key,exchange_type,provider_or_flow_name,provider_or_flow_database,provider_or_flow_code,provider_location,biosphere_categories,flow_unit,method_slug,method,impact_category,impact_unit,reference_unit_impact_factor,reference_factor_parameter,factor_unit,include_in_lcia
s_c2,BC2,biosphere|graphite_prod_char|lp_steam,biosphere::low-pressure steam::inventory indicator > output flow::kilogram,biosphere,low-pressure steam,graphite_prod_char,lp_steam,,inventory indicator > output flow,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,0.0,CF_IPCC_2021__climate_change__global_warming_potential_GWP100__low_pressure_steam__inventory_indicator__output_flow,kg CO2-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|lp_steam,biosphere::low-pressure steam::inventory indicator > output flow::kilogram,biosphere,low-pressure steam,graphite_prod_char,lp_steam,,inventory indicator > output flow,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.0,CF_TRACI_v2_1__eutrophication__eutrophication_potential__low_pressure_steam__inventory_indicator__output_flow,kg N-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|lp_steam,biosphere::low-pressure steam::inventory indicator > output flow::kilogram,biosphere,low-pressure steam,graphite_prod_char,lp_steam,,inventory indicator > output flow,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.0,CF_TRACI_v2_1__acidification__acidification_potential_AP__low_pressure_steam__inventory_indicator__output_flow,kg SO2-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|lp_steam,biosphere::low-pressure steam::inventory indicator > output flow::kilogram,biosphere,low-pressure steam,graphite_prod_char,lp_steam,,inventory indicator > output flow,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0,CF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__low_pressure_steam__inventory_indicator__output_flow,PM2.5-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|lp_steam,biosphere::low-pressure steam::inventory indicator > output flow::kilogram,biosphere,low-pressure steam,graphite_prod_char,lp_steam,,inventory indicator > output flow,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,0.0,CF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__low_pressure_steam__inventory_indicator__output_flow,CTUe/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|lp_steam,biosphere::low-pressure steam::inventory indicator > output flow::kilogram,biosphere,low-pressure steam,graphite_prod_char,lp_steam,,inventory indicator > output flow,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.0,CF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__low_pressure_steam__inventory_indicator__output_flow,kg O3-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|consdem_res,"biosphere::waste, construction and demolition::emission > soil::kilogram",biosphere,"waste, construction and demolition",graphite_prod_char,consdem_res,,emission > soil,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,0.0,CF_IPCC_2021__climate_change__global_warming_potential_GWP100__waste_construction_and_demolition__emission__soil,kg CO2-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|consdem_res,"biosphere::waste, construction and demolition::emission > soil::kilogram",biosphere,"waste, construction and demolition",graphite_prod_char,consdem_res,,emission > soil,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.0,CF_TRACI_v2_1__eutrophication__eutrophication_potential__waste_construction_and_demolition__emission__soil,kg N-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|consdem_res,"biosphere::waste, construction and demolition::emission > soil::kilogram",biosphere,"waste, construction and demolition",graphite_prod_char,consdem_res,,emission > soil,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.0,CF_TRACI_v2_1__acidification__acidification_potential_AP__waste_construction_and_demolition__emission__soil,kg SO2-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|consdem_res,"biosphere::waste, construction and demolition::emission > soil::kilogram",biosphere,"waste, construction and demolition",graphite_prod_char,consdem_res,,emission > soil,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0,CF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__waste_construction_and_demolition__emission__soil,PM2.5-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|consdem_res,"biosphere::waste, construction and demolition::emission > soil::kilogram",biosphere,"waste, construction and demolition",graphite_prod_char,consdem_res,,emission > soil,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,0.0,CF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__waste_construction_and_demolition__emission__soil,CTUe/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|consdem_res,"biosphere::waste, construction and demolition::emission > soil::kilogram",biosphere,"waste, construction and demolition",graphite_prod_char,consdem_res,,emission > soil,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.0,CF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__waste_construction_and_demolition__emission__soil,kg O3-Eq/kilogram,True
s_c2,BC2,biosphere|biosphere3|af01e564-f816-4906-bd4f-b7c932f926b9,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,biosphere3,af01e564-f816-4906-bd4f-b7c932f926b9,,natural resource > in air,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,0.0,CF_IPCC_2021__climate_change__global_warming_potential_GWP100__Oxygen__natural_resource__in_air,kg CO2-Eq/kilogram,True
s_c2,BC2,biosphere|biosphere3|af01e564-f816-4906-bd4f-b7c932f926b9,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,biosphere3,af01e564-f816-4906-bd4f-b7c932f926b9,,natural resource > in air,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.0,CF_TRACI_v2_1__eutrophication__eutrophication_potential__Oxygen__natural_resource__in_air,kg N-Eq/kilogram,True
s_c2,BC2,biosphere|biosphere3|af01e564-f816-4906-bd4f-b7c932f926b9,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,biosphere3,af01e564-f816-4906-bd4f-b7c932f926b9,,natural resource > in air,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.0,CF_TRACI_v2_1__acidification__acidification_potential_AP__Oxygen__natural_resource__in_air,kg SO2-Eq/kilogram,True
s_c2,BC2,biosphere|biosphere3|af01e564-f816-4906-bd4f-b7c932f926b9,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,biosphere3,af01e564-f816-4906-bd4f-b7c932f926b9,,natural resource > in air,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0,CF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__Oxygen__natural_resource__in_air,PM2.5-Eq/kilogram,True
s_c2,BC2,biosphere|biosphere3|af01e564-f816-4906-bd4f-b7c932f926b9,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,biosphere3,af01e564-f816-4906-bd4f-b7c932f926b9,,natural resource > in air,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,0.0,CF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__Oxygen__natural_resource__in_air,CTUe/kilogram,True
s_c2,BC2,biosphere|biosphere3|af01e564-f816-4906-bd4f-b7c932f926b9,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,biosphere3,af01e564-f816-4906-bd4f-b7c932f926b9,,natural resource > in air,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.0,CF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__Oxygen__natural_resource__in_air,kg O3-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|bio_co2,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,graphite_prod_char,bio_co2,,inventory indicator > output flow,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,0.0,CF_IPCC_2021__climate_change__global_warming_potential_GWP100__biogenic_co2__inventory_indicator__output_flow,kg CO2-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|bio_co2,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,graphite_prod_char,bio_co2,,inventory indicator > output flow,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.0,CF_TRACI_v2_1__eutrophication__eutrophication_potential__biogenic_co2__inventory_indicator__output_flow,kg N-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|bio_co2,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,graphite_prod_char,bio_co2,,inventory indicator > output flow,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.0,CF_TRACI_v2_1__acidification__acidification_potential_AP__biogenic_co2__inventory_indicator__output_flow,kg SO2-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|bio_co2,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,graphite_prod_char,bio_co2,,inventory indicator > output flow,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0,CF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__biogenic_co2__inventory_indicator__output_flow,PM2.5-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|bio_co2,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,graphite_prod_char,bio_co2,,inventory indicator > output flow,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,0.0,CF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__biogenic_co2__inventory_indicator__output_flow,CTUe/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|bio_co2,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,graphite_prod_char,bio_co2,,inventory indicator > output flow,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.0,CF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__biogenic_co2__inventory_indicator__output_flow,kg O3-Eq/kilogram,True
s_c2,BC2,biosphere|biosphere3|8c1494a5-4987-4715-aa2d-1908c495f4eb,"biosphere::Water, turbine use, unspecified natural origin::natural resource > in water::cubic meter",biosphere,"Water, turbine use, unspecified natural origin",biosphere3,8c1494a5-4987-4715-aa2d-1908c495f4eb,,natural resource > in water,cubic meter,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,0.0,CF_IPCC_2021__climate_change__global_warming_potential_GWP100__Water_turbine_use_unspecified_natural_origin__natural_resource__in_water,kg CO2-Eq/cubic meter,True
s_c2,BC2,biosphere|biosphere3|8c1494a5-4987-4715-aa2d-1908c495f4eb,"biosphere::Water, turbine use, unspecified natural origin::natural resource > in water::cubic meter",biosphere,"Water, turbine use, unspecified natural origin",biosphere3,8c1494a5-4987-4715-aa2d-1908c495f4eb,,natural resource > in water,cubic meter,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.0,CF_TRACI_v2_1__eutrophication__eutrophication_potential__Water_turbine_use_unspecified_natural_origin__natural_resource__in_water,kg N-Eq/cubic meter,True
s_c2,BC2,biosphere|biosphere3|8c1494a5-4987-4715-aa2d-1908c495f4eb,"biosphere::Water, turbine use, unspecified natural origin::natural resource > in water::cubic meter",biosphere,"Water, turbine use, unspecified natural origin",biosphere3,8c1494a5-4987-4715-aa2d-1908c495f4eb,,natural resource > in water,cubic meter,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.0,CF_TRACI_v2_1__acidification__acidification_potential_AP__Water_turbine_use_unspecified_natural_origin__natural_resource__in_water,kg SO2-Eq/cubic meter,True
s_c2,BC2,biosphere|biosphere3|8c1494a5-4987-4715-aa2d-1908c495f4eb,"biosphere::Water, turbine use, unspecified natural origin::natural resource > in water::cubic meter",biosphere,"Water, turbine use, unspecified natural origin",biosphere3,8c1494a5-4987-4715-aa2d-1908c495f4eb,,natural resource > in water,cubic meter,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0,CF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__Water_turbine_use_unspecified_natural_origin__natural_resource__in_water,PM2.5-Eq/cubic meter,True
s_c2,BC2,biosphere|biosphere3|8c1494a5-4987-4715-aa2d-1908c495f4eb,"biosphere::Water, turbine use, unspecified natural origin::natural resource > in water::cubic meter",biosphere,"Water, turbine use, unspecified natural origin",biosphere3,8c1494a5-4987-4715-aa2d-1908c495f4eb,,natural resource > in water,cubic meter,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,0.0,CF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__Water_turbine_use_unspecified_natural_origin__natural_resource__in_water,CTUe/cubic meter,True
s_c2,BC2,biosphere|biosphere3|8c1494a5-4987-4715-aa2d-1908c495f4eb,"biosphere::Water, turbine use, unspecified natural origin::natural resource > in water::cubic meter",biosphere,"Water, turbine use, unspecified natural origin",biosphere3,8c1494a5-4987-4715-aa2d-1908c495f4eb,,natural resource > in water,cubic meter,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.0,CF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__Water_turbine_use_unspecified_natural_origin__natural_resource__in_water,kg O3-Eq/cubic meter,True
s_c2,BC2,biosphere|graphite_prod_char|water_chem,"biosphere::water, in chemical::inventory indicator > output flow::kilogram",biosphere,"water, in chemical",graphite_prod_char,water_chem,,inventory indicator > output flow,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,0.0,CF_IPCC_2021__climate_change__global_warming_potential_GWP100__water_in_chemical__inventory_indicator__output_flow,kg CO2-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|water_chem,"biosphere::water, in chemical::inventory indicator > output flow::kilogram",biosphere,"water, in chemical",graphite_prod_char,water_chem,,inventory indicator > output flow,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.0,CF_TRACI_v2_1__eutrophication__eutrophication_potential__water_in_chemical__inventory_indicator__output_flow,kg N-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|water_chem,"biosphere::water, in chemical::inventory indicator > output flow::kilogram",biosphere,"water, in chemical",graphite_prod_char,water_chem,,inventory indicator > output flow,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.0,CF_TRACI_v2_1__acidification__acidification_potential_AP__water_in_chemical__inventory_indicator__output_flow,kg SO2-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|water_chem,"biosphere::water, in chemical::inventory indicator > output flow::kilogram",biosphere,"water, in chemical",graphite_prod_char,water_chem,,inventory indicator > output flow,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0,CF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__water_in_chemical__inventory_indicator__output_flow,PM2.5-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|water_chem,"biosphere::water, in chemical::inventory indicator > output flow::kilogram",biosphere,"water, in chemical",graphite_prod_char,water_chem,,inventory indicator > output flow,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,0.0,CF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__water_in_chemical__inventory_indicator__output_flow,CTUe/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|water_chem,"biosphere::water, in chemical::inventory indicator > output flow::kilogram",biosphere,"water, in chemical",graphite_prod_char,water_chem,,inventory indicator > output flow,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.0,CF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__water_in_chemical__inventory_indicator__output_flow,kg O3-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|solids_wwt,"biosphere::solids, from waste water management::inventory indicator > output flow::kilogram",biosphere,"solids, from waste water management",graphite_prod_char,solids_wwt,,inventory indicator > output flow,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,0.0,CF_IPCC_2021__climate_change__global_warming_potential_GWP100__solids_from_waste_water_management__inventory_indicator__output_flow,kg CO2-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|solids_wwt,"biosphere::solids, from waste water management::inventory indicator > output flow::kilogram",biosphere,"solids, from waste water management",graphite_prod_char,solids_wwt,,inventory indicator > output flow,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.0,CF_TRACI_v2_1__eutrophication__eutrophication_potential__solids_from_waste_water_management__inventory_indicator__output_flow,kg N-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|solids_wwt,"biosphere::solids, from waste water management::inventory indicator > output flow::kilogram",biosphere,"solids, from waste water management",graphite_prod_char,solids_wwt,,inventory indicator > output flow,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.0,CF_TRACI_v2_1__acidification__acidification_potential_AP__solids_from_waste_water_management__inventory_indicator__output_flow,kg SO2-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|solids_wwt,"biosphere::solids, from waste water management::inventory indicator > output flow::kilogram",biosphere,"solids, from waste water management",graphite_prod_char,solids_wwt,,inventory indicator > output flow,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,0.0,CF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__solids_from_waste_water_management__inventory_indicator__output_flow,PM2.5-Eq/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|solids_wwt,"biosphere::solids, from waste water management::inventory indicator > output flow::kilogram",biosphere,"solids, from waste water management",graphite_prod_char,solids_wwt,,inventory indicator > output flow,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,0.0,CF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__solids_from_waste_water_management__inventory_indicator__output_flow,CTUe/kilogram,True
s_c2,BC2,biosphere|graphite_prod_char|solids_wwt,"biosphere::solids, from waste water management::inventory indicator > output flow::kilogram",biosphere,"solids, from waste water management",graphite_prod_char,solids_wwt,,inventory indicator > output flow,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.0,CF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__solids_from_waste_water_management__inventory_indicator__output_flow,kg O3-Eq/kilogram,True
s_o1,BO1,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,technosphere,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,0.7855065768270255,UF_IPCC_2021__climate_change__global_warming_potential_GWP100__market_for_diesel__RoW,kg CO2-Eq/kilogram,True
s_o1,BO1,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,technosphere,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,5.534885493664747e-05,UF_TRACI_v2_1__eutrophication__eutrophication_potential__market_for_diesel__RoW,kg N-Eq/kilogram,True
s_o1,BO1,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,technosphere,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.0008664561085526,UF_TRACI_v2_1__acidification__acidification_potential_AP__market_for_diesel__RoW,kg SO2-Eq/kilogram,True
s_o1,BO1,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,technosphere,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,TRACI v2.1 | particulate matter formation | particulate matter formation potential (PMFP),particulate matter formation,PM2.5-Eq,5.986248947905587e-05,UF_TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP__market_for_diesel__RoW,PM2.5-Eq/kilogram,True
s_o1,BO1,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,technosphere,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,TRACI v2.1 | ecotoxicity: freshwater | ecotoxicity: freshwater,ecotoxicity: freshwater,CTUe,0.3569564404307646,UF_TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater__market_for_diesel__RoW,CTUe/kilogram,True
s_o1,BO1,technosphere|ei39_cutoff|b613a0e604fce45d4146006a310d2872,technosphere::market for diesel::RoW::kilogram,technosphere,market for diesel,ei39_cutoff,b613a0e604fce45d4146006a310d2872,RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,TRACI v2.1 | photochemical oxidant formation | maximum incremental reactivity (MIR),photochemical oxidant formation,kg O3-Eq,0.022312976481666,UF_TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR__market_for_diesel__RoW,kg O3-Eq/kilogram,True
s_o1,BO1,technosphere|ei39_cutoff|3ee7c8858925e7de6a8ca0eb548143f7,"technosphere::market for inorganic nitrogen fertiliser, as N::US::kilogram",technosphere,"market for inorganic nitrogen fertiliser, as N",ei39_cutoff,3ee7c8858925e7de6a8ca0eb548143f7,US,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,IPCC 2021 | climate change | global warming potential (GWP100),climate change,kg CO2-Eq,5.31569423967388,UF_IPCC_2021__climate_change__global_warming_potential_GWP100__market_for_inorganic_nitrogen_fertiliser_as_N__US,kg CO2-Eq/kilogram,True
s_o1,BO1,technosphere|ei39_cutoff|3ee7c8858925e7de6a8ca0eb548143f7,"technosphere::market for inorganic nitrogen fertiliser, as N::US::kilogram",technosphere,"market for inorganic nitrogen fertiliser, as N",ei39_cutoff,3ee7c8858925e7de6a8ca0eb548143f7,US,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,TRACI v2.1 | eutrophication | eutrophication potential,eutrophication,kg N-Eq,0.009845524895215374,UF_TRACI_v2_1__eutrophication__eutrophication_potential__market_for_inorganic_nitrogen_fertiliser_as_N__US,kg N-Eq/kilogram,True
s_o1,BO1,technosphere|ei39_cutoff|3ee7c8858925e7de6a8ca0eb548143f7,"technosphere::market for inorganic nitrogen fertiliser, as N::US::kilogram",technosphere,"market for inorganic nitrogen fertiliser, as N",ei39_cutoff,3ee7c8858925e7de6a8ca0eb548143f7,US,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,TRACI v2.1 | acidification | acidification potential (AP),acidification,kg SO2-Eq,0.020346980694298508,UF_TRACI_v2_1__acidification__acidification_potential_AP__market_for_inorganic_nitrogen_fertiliser_as_N__US,kg SO2-Eq/kilogram,True
