state,scenario,climate change,acidification,eutrophication,ecotoxicity: freshwater,particulate matter formation,photochemical oxidant formation
IL,s_c1,5.374950405602465,0.018346087888594795,0.021146881646718334,92.61789274974724,0.005071157723329803,0.27117864061429875
IL,s_c2,5.347203687601991,0.015419701742966398,0.016254382402246626,69.91743738499439,0.003922147999372454,0.2575802162644098
IL,s_o1,6.726272183903709,0.020724313989156896,0.023423164596406136,93.38686556458013,0.005047250508579739,0.3489960623444607
IL,s_o2,3.644961030489961,0.011390430063285635,0.012922218168529936,51.740244414588695,0.0027813456769486948,0.19017874413775537
IN,s_c1,5.362729472525285,0.02047018612075455,0.020826822492619496,93.03185203445136,0.004750952584786436,0.2746611966926152
IN,s_c2,5.273635366571857,0.01705115124900781,0.016010140980574086,70.50519840282648,0.0036671833607590672,0.2569831371250442
IN,s_o1,6.6358435934891435,0.02253015977233802,0.023153036836672684,94.0752745831003,0.004763765949432062,0.34787654821350283
IN,s_o2,3.5983359672210193,0.012382797961982574,0.01277369885023242,52.10564790084278,0.002625993652539812,0.18971995161038088
KS,s_c1,5.44135965522986,0.022157831965388116,0.04059270569545536,112.558700131736,0.014407595866648486,0.29004451107508045
KS,s_c2,5.386556528157863,0.018613428614076766,0.03184365210991281,86.79210948363409,0.011413768468303354,0.2755081359503887
KS,s_o1,6.768198231949158,0.024296730507349866,0.0407704817897007,112.28387101325308,0.013384637791525848,0.3693222566033559
KS,s_o2,3.6685578044543448,0.013340864284892435,0.0224238590344937,62.050212284842324,0.007347669936239498,0.20118427524527194
KY,s_c1,5.352612310983486,0.018321391517362767,0.021151158200200106,92.70758370950433,0.005071719356890665,0.26999213604863
KY,s_c2,5.265528872159604,0.01532940435651165,0.016270018772416548,70.24537460210992,0.003924201501168918,0.25324199749170356
KY,s_o1,6.626823470196732,0.02061436627901654,0.023442203719935495,93.78616777594284,0.005049750889035417,0.34371376970151707
KY,s_o2,3.593395186379856,0.011333420311524884,0.012932090276869123,51.94728938094811,0.002782642166606403,0.1874397858464238
LA,s_c1,5.41802751772154,0.01904902208491797,0.021191061199690036,92.87445516805089,0.005084877471290218,0.29534545239792764
LA,s_c2,5.496856597171129,0.017955164752562577,0.0164138984697357,70.85986131836262,0.0039705295433799335,0.34520153946477855
LA,s_o1,6.909674458711341,0.023816761348067487,0.02361769807793633,94.53372201180865,0.005106429110743882,0.4557967698419146
LA,s_o2,3.740186522105264,0.012994483211169111,0.01302312005484122,52.334837758374405,0.0028120599108928212,0.24556881372186282
MA,s_c1,3.8245113895547664,0.013978565251097513,0.01261940918925591,84.20611557870355,0.0028851948237449683,0.22676959079147124
MA,s_c2,4.0406846103235265,0.011848782273793013,0.009433805678775295,63.4336311587641,0.0021721750654751975,0.21859083535085105
MA,s_o1,5.267439886633368,0.016748561552619258,0.015835921653823137,86.20544929657638,0.0031006515124349303,0.30530692590437186
MA,s_o2,2.8488500530632477,0.009216040594280665,0.008765748859884572,47.79492268007731,0.0017150276328163397,0.16640489821443352
MD,s_c1,5.369508775445955,0.020483910384910476,0.020827586517713048,93.02939755035409,0.004751699755251711,0.27495061269971754
MD,s_c2,5.278631896617897,0.017061266403768902,0.016010704087781498,70.50338938150333,0.003667734045648494,0.2571964445686286
MD,s_o1,6.644907949154076,0.022548509979284745,0.023154058386419898,94.07199278302559,0.004764764963478025,0.3482635156722811
MD,s_o2,3.6033594529894333,0.012392967686875539,0.01277426499534042,52.10382912005135,0.002626547308312805,0.18993440982383478
ME,s_c1,3.8245113895547664,0.013978565251097513,0.01261940918925591,84.20611557870355,0.0028851948237449683,0.22676959079147124
ME,s_c2,4.0406846103235265,0.011848782273793013,0.009433805678775295,63.4336311587641,0.0021721750654751975,0.21859083535085105
ME,s_o1,5.267439886633368,0.016748561552619258,0.015835921653823137,86.20544929657638,0.0031006515124349303,0.30530692590437186
ME,s_o2,2.8488500530632477,0.009216040594280665,0.008765748859884572,47.79492268007731,0.0017150276328163397,0.16640489821443352
MI,s_c1,5.362729472525285,0.02047018612075455,0.020826822492619496,93.03185203445136,0.004750952584786436,0.2746611966926152
MI,s_c2,5.273635366571857,0.01705115124900781,0.016010140980574086,70.50519840282648,0.0036671833607590672,0.2569831371250442
MI,s_o1,6.6358435934891435,0.02253015977233802,0.023153036836672684,94.0752745831003,0.004763765949432062,0.34787654821350283
MI,s_o2,3.5983359672210193,0.012382797961982574,0.01277369885023242,52.10564790084278,0.002625993652539812,0.18971995161038088
MN,s_c1,5.44135965522986,0.022157831965388116,0.04059270569545536,112.558700131736,0.014407595866648486,0.29004451107508045
MN,s_c2,5.386556528157863,0.018613428614076766,0.03184365210991281,86.79210948363409,0.011413768468303354,0.2755081359503887
MN,s_o1,6.768198231949158,0.024296730507349866,0.0407704817897007,112.28387101325308,0.013384637791525848,0.3693222566033559
MN,s_o2,3.6685578044543448,0.013340864284892435,0.0224238590344937,62.050212284842324,0.007347669936239498,0.20118427524527194
MO,s_c1,5.374950405602465,0.018346087888594795,0.021146881646718334,92.61789274974724,0.005071157723329803,0.27117864061429875
MO,s_c2,5.347203687601991,0.015419701742966398,0.016254382402246626,69.91743738499439,0.003922147999372454,0.2575802162644098
MO,s_o1,6.726272183903709,0.020724313989156896,0.023423164596406136,93.38686556458013,0.005047250508579739,0.3489960623444607
MO,s_o2,3.644961030489961,0.011390430063285635,0.012922218168529936,51.740244414588695,0.0027813456769486948,0.19017874413775537
MS,s_c1,5.355796397634514,0.01834794996978512,0.0211468166665594,92.77021846243244,0.00507307092856108,0.2706192219246744
MS,s_c2,5.26932084111956,0.015391833519887502,0.01625212710385076,70.47874046455102,0.003927361260011857,0.2547949786127589
MS,s_o1,6.632622859156341,0.02069560346710144,0.023420722374168427,94.06966245473252,0.005053866638081526,0.3457161270059734
MS,s_o2,3.5965305706044464,0.01137610993379178,0.012920984812912383,52.09421501036683,0.0027848053776734685,0.1884901341047121
MT,s_c1,4.728619221233419,0.016725346223602697,0.026352652515870788,96.87116223403619,0.008293995418093076,0.2640010483086812
MT,s_c2,4.761507198720561,0.013986858428831262,0.020417041841789163,73.38165404930128,0.006502936480584847,0.2468641000905538
MT,s_o1,6.067170788101454,0.019113681043077237,0.02805383366627678,97.25171703194118,0.007918928440601132,0.3364171795059107
MT,s_o2,3.2870476846604304,0.010514340947209298,0.015459060163621828,53.854685604455604,0.0043543830142580625,0.1835151125987329
NC,s_c1,5.3593916139041555,0.018335115781518696,0.02115192222529366,92.70512922540706,0.00507246652735594,0.2702815520557323
NC,s_c2,5.270525402205644,0.015339519511272742,0.01627058187962396,70.24356558078678,0.003924752186058345,0.2534553049352879
NC,s_o1,6.635887825861666,0.02063271648596326,0.02344322526968271,93.78288597586813,0.00505074990308138,0.3441007371602953
